t_s,vbat_mv,state
23940,3646,-
24000,3650,-
24060,3650,-
24120,3648,-
24180,3650,-
24240,3648,-
24300,3646,-
24360,3650,-
24420,3644,-
24480,3646,-
24540,3638,-
24600,3646,-
24660,3644,-
24720,3644,-
24780,3642,-
24840,3640,-
24900,3642,-
24960,3638,-
25020,3636,-
25080,3636,-
25140,3640,-
25200,3636,-
25260,3640,-
25320,3636,-
25380,3640,-
25440,3636,-
25500,3632,-
25560,3638,-
25620,3638,-
25680,3636,-
25740,3638,-
25800,3636,-
25860,3634,-
25920,3634,-
25980,3632,-
26040,3632,-
26100,3634,-
26160,3632,-
26220,3632,-
26280,3632,-
26340,3630,-
26400,3626,-
26460,3628,-
26520,3626,-
26580,3622,-
26640,3624,-
26700,3628,-
26760,3624,-
26820,3626,-
26880,3620,-
26940,3624,-
27000,3624,-
27060,3624,-
27120,3620,-
27180,3622,-
27240,3620,-
27300,3618,-
27360,3618,-
27420,3618,-
27480,3612,-
27540,3614,-
27600,3616,-
27660,3614,-
27720,3614,-
27780,3614,-
27840,3608,-
27900,3610,-
27960,3612,-
28020,3610,-
28080,3612,-
28140,3610,-
28200,3610,-
28260,3608,-
28320,3610,-
28380,3606,-
28440,3604,-
28500,3606,-
28560,3606,-
28620,3602,-
28680,3600,-
28740,3600,-
28800,3598,-
28860,3596,-
28920,3598,-
28980,3594,-
29040,3596,-
29100,3596,-
29160,3594,-
29220,3594,-
29280,3590,-
29340,3588,-
29400,3590,-
29460,3590,-
29520,3588,-
29580,3588,-
29640,3588,-
29700,3586,-
29760,3584,-
29820,3584,-
29880,3586,-
29940,3584,-
30000,3586,-
30060,3588,-
30120,3576,-
30180,3574,-
30240,3580,-
30300,3576,-
30360,3574,-
30420,3574,-
30480,3576,-
30540,3574,-
30600,3568,-
30660,3570,-
30720,3572,-
30780,3568,-
30840,3570,-
30900,3568,-
30960,3566,-
31020,3566,-
31080,3564,-
31140,3564,-
31200,3564,-
31260,3562,-
31320,3560,-
31380,3558,-
31440,3560,-
31500,3558,-
31560,3560,-
31620,3558,-
31680,3560,-
31740,3556,-
31800,3554,-
31860,3550,-
31920,3546,-
31980,3548,-
32040,3550,-
32100,3544,-
32160,3544,-
32220,3544,-
32280,3546,-
32340,3546,-
32400,3542,-
32460,3542,-
32520,3540,-
