t_s,vbat_mv,state
29880,4000,-
29940,3996,-
30000,4002,-
30060,3998,-
30120,3996,-
30180,3992,-
30240,3996,-
30300,3996,-
30360,3998,-
30420,3998,-
30480,3998,-
30540,3994,-
30600,3998,-
30660,3994,-
30720,3994,-
30780,3998,-
30840,3998,-
30900,3988,-
30960,3994,-
31020,3986,-
31080,3994,-
31140,3994,-
31200,3996,-
31260,3996,-
31320,3994,-
31380,3990,-
31440,3988,-
31500,3988,-
31560,3986,-
31620,3992,-
31680,3988,-
31740,3992,-
31800,3992,-
31860,3988,-
31920,3992,-
31980,3986,-
32040,3986,-
32100,3984,-
32160,3988,-
32220,3988,-
32280,3984,-
32340,3990,-
32400,3986,-
32460,3984,-
32520,3986,-
32580,3986,-
32640,3986,-
32700,3986,-
32760,3986,-
32820,3988,-
32880,3982,-
32940,3986,-
33000,3982,-
33060,3982,-
33120,3982,-
33180,3986,-
33240,3982,-
33300,3984,-
33360,3982,-
33420,3980,-
33480,3978,-
33540,3980,-
33600,3980,-
33660,3978,-
33720,3976,-
33780,3976,-
33840,3976,-
33900,3976,-
33960,3980,-
34020,3978,-
34080,3978,-
34140,3978,-
34200,3976,-
34260,3970,-
34320,3974,-
34380,3976,-
34440,3972,-
34500,3976,-
34560,3970,-
34620,3974,-
34680,3974,-
34740,3972,-
34800,3974,-
34860,3968,-
34920,3972,-
34980,3972,-
35040,3972,-
35100,3974,-
35160,3968,-
35220,3972,-
35280,3972,-
35340,3972,-
35400,3972,-
35460,3972,-
35520,3970,-
35580,3972,-
35640,3972,-
35700,3966,-
35760,3964,-
35820,3968,-
35880,3968,-
35940,3962,-
36000,3966,-
36060,3962,-
36120,3962,-
36180,3962,-
36240,3968,-
36300,3968,-
36360,3962,-
36420,3964,-
36480,3962,-
36540,3962,-
36600,3960,-
36660,3962,-
36720,3960,-
36780,3960,-
36840,3966,-
36900,3956,-
36960,3962,-
37020,3962,-
37080,3952,-
37140,3960,-
37200,3954,-
37260,3958,-
37320,3956,-
37380,3956,-
37440,3960,-
37500,3962,-
37560,3958,-
37620,3960,-
37680,3956,-
37740,3958,-
37800,3956,-
37860,3952,-
37920,3958,-
37980,3956,-
38040,3958,-
38100,3954,-
38160,3948,-
38220,3952,-
38280,3954,-
38340,3950,-
38400,3950,-
38460,3944,-
38520,3954,-
38580,3950,-
38640,3946,-
38700,3952,-
38760,3948,-
38820,3950,-
38880,3946,-
38940,3948,-
39000,3950,-
39060,3950,-
39120,3948,-
39180,3944,-
39240,3944,-
39300,3948,-
39360,3948,-
39420,3944,-
39480,3944,-
39540,3948,-
39600,3940,lit
39660,3946,-
39720,3944,-
39780,3948,-
39840,3946,-
39900,3944,-
39960,3944,-
40020,3940,-
40080,3944,-
40140,3944,-
40200,3942,-
40260,3942,-
40320,3942,-
40380,3942,-
40440,3942,-
40500,3944,-
40560,3936,-
40620,3936,-
40680,3934,-
40740,3936,-
40800,3938,-
40860,3938,-
40920,3936,-
40980,3936,-
41040,3940,-
41100,3936,-
41160,3938,-
41220,3936,-
41280,3936,-
41340,3932,-
41400,3938,-
41460,3934,-
41520,3938,-
41580,3936,-
41640,3936,-
41700,3932,-
41760,3934,-
41820,3926,-
41880,3934,-
41940,3930,-
42000,3936,-
42060,3930,-
42120,3936,-
42180,3934,-
42240,3926,-
42300,3930,-
42360,3926,-
42420,3930,-
42480,3926,-
42540,3926,-
42600,3928,-
42660,3926,-
42720,3928,-
42780,3924,-
42840,3928,-
42900,3930,-
42960,3928,-
43020,3928,-
43080,3926,-
43140,3928,-
43200,3928,-
43260,3926,-
43320,3920,-
43380,3926,-
43440,3918,-
43500,3924,-
43560,3924,-
43620,3922,-
43680,3918,-
43740,3924,-
43800,3922,-
43860,3922,-
43920,3920,-
43980,3922,-
44040,3918,-
44100,3920,-
44160,3920,-
44220,3918,-
44280,3924,-
44340,3920,-
44400,3920,-
44460,3918,-
44520,3920,-
44580,3920,-
44640,3920,-
44700,3918,-
44760,3918,-
44820,3914,-
44880,3912,-
44940,3912,-
45000,3918,-
45060,3910,-
45120,3914,-
45180,3912,-
45240,3916,-
45300,3912,-
45360,3912,-
45420,3908,-
45480,3910,-
45540,3908,-
45600,3906,-
45660,3910,-
45720,3914,-
45780,3914,-
45840,3906,-
45900,3910,-
45960,3906,-
46020,3912,-
46080,3910,-
46140,3904,-
46200,3910,-
46260,3910,-
46320,3904,-
46380,3908,-
46440,3908,-
46500,3904,-
46560,3910,-
46620,3904,-
46680,3908,-
46740,3908,-
46800,3910,-
46860,3910,-
46920,3908,-
46980,3908,-
47040,3904,-
47100,3906,-
47160,3906,-
47220,3902,-
47280,3902,-
47340,3900,-
47400,3904,-
47460,3902,-
47520,3900,-
47580,3906,-
47640,3900,-
47700,3892,-
47760,3896,-
47820,3900,-
47880,3896,-
47940,3900,-
48000,3898,-
48060,3900,-
48120,3894,-
48180,3898,-
48240,3896,lit
48300,3898,-
48360,3894,-
48420,3892,-
48480,3896,-
48540,3896,-
48600,3894,-
48660,3892,-
48720,3894,-
48780,3892,-
48840,3892,-
48900,3894,-
48960,3892,-
49020,3894,-
49080,3894,-
49140,3894,-
49200,3888,-
49260,3894,-
49320,3892,-
49380,3888,-
49440,3894,-
49500,3888,-
49560,3888,-
49620,3888,-
49680,3890,-
49740,3886,-
49800,3890,-
49860,3890,-
49920,3888,-
49980,3884,-
50040,3888,-
50100,3886,-
50160,3886,-
50220,3888,-
50280,3888,-
50340,3884,-
50400,3884,-
50460,3888,-
50520,3884,-
50580,3884,-
50640,3880,-
50700,3884,-
50760,3884,-
50820,3884,-
50880,3882,-
50940,3880,-
51000,3884,-
51060,3878,-
51120,3882,-
51180,3882,-
51240,3882,-
51300,3884,-
51360,3882,-
51420,3882,-
51480,3882,-
51540,3882,-
51600,3878,-
51660,3878,-
51720,3878,-
51780,3876,-
51840,3876,-
51900,3880,-
51960,3880,-
52020,3880,-
52080,3876,-
52140,3874,-
52200,3876,-
52260,3876,-
52320,3870,-
52380,3872,-
52440,3870,-
52500,3872,-
52560,3872,-
52620,3878,-
52680,3874,-
52740,3876,-
52800,3874,-
52860,3870,-
52920,3874,-
52980,3868,-
53040,3870,-
53100,3868,-
53160,3872,-
53220,3866,-
53280,3872,-
53340,3870,-
53400,3866,-
53460,3870,-
53520,3868,-
53580,3868,-
53640,3868,-
53700,3866,-
53760,3868,-
53820,3864,-
53880,3866,-
53940,3868,-
54000,3866,-
54060,3868,-
54120,3864,-
54180,3868,-
54240,3866,-
54300,3860,-
54360,3866,-
54420,3866,-
54480,3866,-
54540,3860,-
54600,3858,-
54660,3862,-
54720,3862,-
54780,3854,-
54840,3858,-
54900,3858,-
54960,3858,-
55020,3862,-
55080,3862,-
55140,3858,-
55200,3860,-
55260,3858,-
55320,3860,-
55380,3862,-
55440,3858,-
55500,3860,-
55560,3858,-
55620,3854,-
55680,3858,-
55740,3858,-
55800,3850,-
55860,3858,-
55920,3852,-
55980,3854,-
56040,3858,-
56100,3860,-
56160,3850,-
56220,3856,-
56281,3856,-
56340,3856,-
56400,3852,-
56460,3852,-
56520,3850,-
56580,3850,-
56640,3850,-
56700,3854,-
56760,3854,-
56820,3854,-
56880,3852,-
56940,3850,-
57000,3848,-
57060,3850,-
57120,3846,-
57180,3846,-
57240,3846,-
57300,3850,-
57360,3844,-
57420,3842,-
57480,3846,-
57540,3846,-
57600,3846,-
57660,3846,-
57720,3848,-
57780,3848,-
57840,3846,-
57900,3846,-
57960,3842,-
58020,3848,-
58080,3846,-
58140,3842,-
58200,3846,-
58260,3842,-
58320,3844,-
58380,3842,-
58440,3846,-
58500,3842,-
58560,3842,-
58620,3842,-
58680,3838,-
58740,3842,-
58800,3842,-
58860,3842,-
58920,3842,-
58980,3846,-
59040,3844,-
59100,3840,-
59160,3842,-
59220,3842,-
59280,3840,-
59340,3836,-
59400,3836,-
59460,3830,-
59520,3836,-
59580,3838,-
59640,3838,-
59700,3838,-
59760,3836,-
59820,3836,-
59880,3832,-
59940,3836,-
60000,3838,-
60060,3832,-
60120,3836,-
60180,3836,-
60240,3834,-
60300,3836,-
60360,3834,-
60420,3830,-
60480,3836,-
60540,3832,-
60600,3830,-
60660,3830,-
60720,3832,-
60780,3834,-
60840,3830,-
60900,3834,-
60960,3832,-
61020,3826,-
61080,3830,-
61140,3826,-
61200,3830,-
61260,3830,-
61320,3830,-
61380,3830,-
61440,3832,-
61500,3830,-
61560,3830,-
61620,3832,-
61680,3830,-
61740,3830,-
61800,3830,-
61860,3826,-
61920,3826,-
61980,3826,-
62040,3826,-
62100,3824,-
62160,3822,-
62220,3824,-
62280,3826,-
62340,3824,-
62400,3826,-
62460,3824,-
62520,3820,-
62580,3822,-
62640,3820,-
62700,3820,-
62760,3816,-
62820,3822,-
62880,3820,-
62940,3816,-
63000,3816,-
63060,3820,-
63120,3816,-
63180,3820,-
63240,3822,-
63300,3816,-
63360,3818,-
63420,3820,-
63480,3820,-
63540,3816,-
63600,3814,-
63660,3808,-
63720,3816,-
63780,3816,-
63840,3816,-
63900,3820,-
63960,3814,-
64020,3816,-
64080,3820,-
64140,3810,-
64200,3818,-
64260,3820,-
64320,3808,-
64380,3816,-
64440,3814,-
64500,3810,-
64560,3808,-
64620,3810,-
64680,3810,-
64740,3808,-
64800,3810,-
64860,3810,-
64920,3812,-
64980,3810,-
65040,3810,-
65100,3812,-
65160,3814,-
65220,3808,-
65280,3812,-
65340,3810,-
65400,3804,-
65460,3812,-
65520,3808,-
65580,3808,-
65640,3810,-
65700,3808,-
65760,3806,-
65820,3806,-
65880,3806,-
65940,3804,-
66000,3806,-
66060,3806,-
66120,3804,-
66180,3806,-
66240,3804,-
66300,3804,-
66360,3804,-
66420,3798,-
66480,3800,-
66540,3800,-
66600,3798,-
66660,3806,-
66720,3798,-
66780,3804,-
66840,3806,-
66900,3800,-
66960,3796,-
67020,3800,-
67080,3804,-
67140,3800,-
67200,3794,-
67260,3800,-
67320,3794,-
67380,3802,-
67440,3800,-
67500,3798,-
67560,3798,-
67620,3798,-
67680,3794,-
67740,3796,-
67800,3798,-
67860,3796,-
67920,3794,-
67980,3794,-
68040,3792,-
68100,3794,-
68160,3790,-
68220,3792,-
68280,3792,-
68340,3794,-
68400,3792,-
68460,3792,-
68520,3794,-
68580,3788,-
68640,3792,-
68700,3792,-
68760,3790,-
68820,3788,-
68880,3792,-
68940,3788,-
69000,3792,-
69060,3788,-
69120,3784,-
69180,3792,-
69240,3790,-
69300,3786,-
69360,3788,-
69420,3786,-
69480,3788,-
69540,3784,-
69600,3786,-
69660,3782,-
69720,3786,-
69780,3782,-
69840,3784,-
69900,3782,-
69960,3782,-
70020,3782,-
70080,3782,-
70140,3784,-
70200,3782,-
70260,3776,-
70320,3778,-
70380,3782,-
70440,3780,-
70500,3774,-
70560,3778,-
70620,3778,-
70680,3774,-
70740,3774,-
70800,3778,-
70860,3778,-
70920,3778,-
70980,3776,-
71040,3780,-
71100,3778,-
71160,3778,-
71220,3774,-
71280,3778,-
71340,3778,-
71400,3776,-
71460,3776,-
71520,3766,-
71580,3776,-
71640,3772,-
71700,3774,-
71760,3772,-
71820,3774,-
71880,3770,-
71940,3766,-
72000,3766,lit
72060,3770,-
72120,3768,-
72180,3768,-
72240,3770,-
72300,3764,-
72360,3762,lit
72420,3766,-
72480,3766,-
72540,3768,-
72600,3766,-
72660,3768,-
72720,3770,-
72780,3766,-
72840,3766,-
72900,3762,-
72960,3766,-
73020,3766,-
73080,3766,-
73140,3764,-
73200,3762,-
73260,3766,-
73320,3762,-
73380,3758,-
73440,3762,-
73500,3756,-
73560,3758,-
73620,3760,-
73680,3760,-
73740,3760,-
73800,3758,-
73860,3758,-
73920,3756,-
73980,3758,-
74040,3758,-
74100,3760,-
74160,3760,-
74220,3758,-
74280,3756,-
74340,3754,-
74400,3756,-
74460,3750,-
74520,3754,-
74580,3752,-
74640,3754,-
74700,3756,-
74760,3750,-
74820,3750,-
74880,3756,-
74940,3756,-
75000,3754,-
75060,3754,-
75120,3748,-
75180,3752,-
75240,3748,-
75300,3754,-
75360,3748,-
75420,3754,-
75480,3750,-
75540,3748,-
75600,3752,-
75660,3752,-
75720,3748,-
75780,3748,-
75840,3748,-
75900,3752,-
75960,3746,-
76020,3748,-
76080,3750,-
76140,3742,-
76200,3744,-
76260,3748,-
76320,3742,lit
76380,3742,-
76440,3742,-
76500,3742,-
76560,3742,-
76620,3742,-
76680,3742,-
76740,3738,-
76800,3740,-
76860,3742,-
76920,3740,-
76980,3740,-
77040,3738,-
77100,3742,-
77160,3740,-
77220,3734,lit
77280,3742,-
77340,3736,-
77400,3736,-
77460,3736,-
77520,3736,-
77580,3740,-
77640,3738,-
77700,3742,-
77760,3732,-
77820,3742,-
77880,3740,-
77940,3734,-
78000,3736,-
78060,3726,lit
78120,3730,-
78180,3732,-
78240,3732,-
78300,3732,-
78360,3738,-
78420,3732,-
78480,3730,-
78540,3732,-
78600,3726,-
78660,3732,-
78720,3726,-
78780,3724,-
78840,3730,-
78900,3722,-
78960,3722,-
79020,3728,-
79080,3720,-
79140,3722,-
79200,3728,-
79260,3726,-
79320,3726,-
79380,3726,-
79440,3726,-
79500,3726,-
79560,3726,-
79620,3726,-
79680,3724,-
79740,3720,-
79800,3722,-
79860,3720,-
79920,3728,-
79980,3722,-
80040,3722,-
80100,3716,-
80160,3722,-
80220,3720,-
80280,3716,-
80340,3722,-
80400,3718,-
80460,3718,-
80520,3714,lit
80580,3720,-
80640,3718,-
80700,3714,-
80760,3716,-
80820,3714,-
80880,3716,-
80940,3714,-
81000,3714,-
81060,3714,-
81120,3714,-
81180,3712,-
81240,3718,-
81300,3718,-
81360,3714,-
81420,3714,-
81480,3714,-
81540,3716,-
81600,3714,-
81660,3716,-
81720,3708,-
81780,3714,-
81840,3710,-
81900,3710,-
81960,3714,-
82020,3716,-
82080,3706,-
82140,3714,-
82200,3710,-
82260,3710,-
82320,3706,-
82380,3706,-
82440,3716,-
82500,3708,-
82560,3708,-
82620,3706,-
82680,3708,-
82740,3706,-
82800,3706,-
82860,3706,-
82920,3702,-
82980,3704,-
83040,3708,-
83100,3704,-
83160,3700,-
83220,3708,-
83280,3700,-
83340,3704,-
83400,3706,-
83460,3704,-
83520,3706,-
83580,3706,-
83640,3704,-
83700,3704,-
83760,3702,-
83820,3700,-
83880,3702,-
83940,3702,-
84000,3702,-
84060,3700,-
84120,3702,-
84180,3702,-
84240,3702,-
84300,3700,-
84360,3696,-
84420,3696,-
